AREACD,AREANM,Persons,Males,Females,region,country,Region_persons,Region_males,Region_females,Country_persons,Country_males,Country_females
E07000069,Castle Point,994.3,1128.8,873.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000070,Chelmsford,844.6,974.9,736.3,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000071,Colchester,956.4,1048.8,874.3,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000072,Epping Forest,899.6,1011.7,814.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000073,Harlow,1036,1201.7,898.8,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000074,Maldon,927,999.5,881.4,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000075,Rochford,882.1,989.3,793.7,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000076,Tendring,1042.7,1211,905.7,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000077,Uttlesford,795.1,919.4,690.7,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000095,Broxbourne,950.3,1157.6,789.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000096,Dacorum,881,1036.8,761.9,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000242,East Hertfordshire,854.3,979.3,750.4,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000098,Hertsmere,915.8,1086.4,788,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000099,North Hertfordshire,929.4,1076.5,819.9,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000240,St Albans,764.4,860.2,681.4,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000243,Stevenage,993.8,1225.9,826.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000102,Three Rivers,893.4,993.4,809.3,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000103,Watford,975.7,1093.6,867.7,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000241,Welwyn Hatfield,914,1078.6,801.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000143,Breckland,977,1251.9,762.2,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000144,Broadland,873.9,1060.6,737,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000244,East Suffolk,914,1056.8,795.6,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000145,Great Yarmouth,1044.4,1263.3,872.4,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000146,King's Lynn and West Norfolk,979.7,1121.2,863.4,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000147,North Norfolk,818.6,993,686.6,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000148,Norwich,988.1,1199,807.8,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000149,South Norfolk,818.8,954.2,704.8,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000200,Babergh,788.1,917.9,689.9,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000202,Ipswich,1004.4,1125.9,901.5,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000203,Mid Suffolk,877.3,1087.5,708.2,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E07000245,West Suffolk,864,1013.8,737.8,EAST,ENGLAND,921.3,1072.7,799,957.2,1111,831.4
E09000007,Camden,674,811.9,556.9,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000001,City of London,444.9,493.5,346.5,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000012,Hackney,859.4,975.4,753.3,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000013,Hammersmith and Fulham,908.6,1096.3,758.3,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000014,Haringey,835,1026.4,688.4,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000019,Islington,977.1,1147.1,832.5,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000020,Kensington and Chelsea,618.5,734.1,516.2,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000022,Lambeth,929.1,1124.1,769.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000023,Lewisham,963.2,1150.7,819.4,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000025,Newham,919.4,990.7,847.3,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000028,Southwark,888.1,1075.3,737.7,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000030,Tower Hamlets,986.6,1148.8,839.7,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000032,Wandsworth,867.3,1008.8,750.9,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000033,Westminster,630.7,680.6,579.7,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000002,Barking and Dagenham,1083,1298.8,914.9,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000003,Barnet,762.5,883.9,662.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000004,Bexley,934.6,1140.6,789.5,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000005,Brent,786.3,925.1,670.4,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000006,Bromley,859.8,1010.1,745.6,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000008,Croydon,906.6,1049.2,781.4,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000009,Ealing,852.6,1000.4,719.9,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000010,Enfield,844,998.3,716.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000011,Greenwich,929.7,1059.4,817.3,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000015,Harrow,700.6,779.8,632.5,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000016,Havering,898,1121.3,761.9,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000017,Hillingdon,965.2,1120.9,819.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000018,Hounslow,932.2,1091.6,794.6,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000021,Kingston upon Thames,826.6,974.3,706.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000024,Merton,887.9,1065.8,759.7,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000026,Redbridge,818.4,934.1,717.2,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000027,Richmond upon Thames,720.3,898.7,583.4,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000029,Sutton,925.3,1057.9,822.5,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E09000031,Waltham Forest,843.9,1007.6,725.8,LONDON,ENGLAND,855.4,1002.7,733.2,957.2,1111,831.4
E06000036,Bracknell Forest,787.8,960.9,657.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000043,Brighton and Hove,1009,1182.3,852.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000046,Isle of Wight,930.3,1060,810.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000035,Medway,1063.6,1238.9,919.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000042,Milton Keynes,979.8,1138.2,856.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000044,Portsmouth,1075.1,1203.5,961.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000038,Reading,922.2,1031.6,818.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000039,Slough,1004.8,1153.6,881.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000045,Southampton,1052.6,1267.9,887,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000037,West Berkshire,781.4,908.1,683.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000040,Windsor and Maidenhead,813,910.5,730.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000041,Wokingham,741.9,855.2,649.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000004,Aylesbury Vale,860.7,1038.3,720.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000005,Chiltern,737.7,842.6,652.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000006,South Bucks,798.3,947.7,694.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000007,Wycombe,801.2,932.9,700.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000061,Eastbourne,947.9,1093.6,818.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000062,Hastings,1059.9,1211,921.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000063,Lewes,812,965.2,684.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000064,Rother,835.6,993,720.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000065,Wealden,851.8,999.6,727.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000084,Basingstoke and Deane,946.5,1058.9,837.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000085,East Hampshire,863.3,973.3,766.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000086,Eastleigh,803.8,956.7,688.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000087,Fareham,855.9,1003.5,743.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000088,Gosport,1032.2,1211.9,877.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000089,Hart,775.6,921.5,669.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000090,Havant,867.6,988.5,768.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000091,New Forest,762.6,903,648.6,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000092,Rushmoor,975.6,1094.2,863.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000093,Test Valley,818.5,941.6,713.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000094,Winchester,785.6,937.2,673.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000105,Ashford,928.3,1137.5,757.6,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000106,Canterbury,953.9,1152.4,792.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000107,Dartford,1068,1161.4,985.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000108,Dover,971.8,1092.8,863.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000109,Gravesham,967.8,1180,807,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000110,Maidstone,970.6,1095.8,872,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000111,Sevenoaks,848.3,903.6,805.6,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000112,Shepway,943.2,1071.2,822,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000113,Swale,972.3,1161.3,819.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000114,Thanet,1087.5,1338.2,895.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000115,Tonbridge and Malling,937.4,1083.3,828.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000116,Tunbridge Wells,862.2,1007.3,733.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000177,Cherwell,903.9,976.1,832.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000178,Oxford,857.9,1023.4,713.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000179,South Oxfordshire,809.7,933.4,709.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000180,Vale of White Horse,777.1,872.9,688.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000181,West Oxfordshire,821.2,956.6,706.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000207,Elmbridge,780.2,883.4,696.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000208,Epsom and Ewell,743.1,893.4,621.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000209,Guildford,768.5,892.3,673.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000210,Mole Valley,715.2,842.5,609.4,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000211,Reigate and Banstead,840.9,963.9,741.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000212,Runnymede,869.1,1022.7,749.3,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000213,Spelthorne,883.3,998.8,791.6,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000214,Surrey Heath,814.3,933.6,716.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000215,Tandridge,804.1,916.4,700.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000216,Waverley,770,861.1,691.1,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000217,Woking,752.4,869.4,654.8,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000223,Adur,891.4,1047.9,775.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000224,Arun,939.2,1096.5,810.2,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000225,Chichester,837.6,982.7,719.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000226,Crawley,888.6,1043.9,768.5,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000227,Horsham,772,871.1,691.9,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000228,Mid Sussex,837.3,954,738.7,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E07000229,Worthing,984.5,1157.6,843,SOUTH EAST,ENGLAND,880.9,1019.9,765.4,957.2,1111,831.4
E06000022,Bath and North East Somerset,834.7,989.9,713,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000058,"Bournemouth, Christchurch and Poole",906.1,1055.8,786.6,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000023,"Bristol, City of",1051.3,1294.7,869.3,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000059,Dorset,853.4,980.4,743.2,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000053,Cornwall and Isles of Scilly,964.9,1151,820.3,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000024,North Somerset,909.4,1084.7,769.3,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000026,Plymouth,1047.8,1182.4,920.1,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000025,South Gloucestershire,857,974.1,758,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000030,Swindon,939.7,1058.7,840.4,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000027,Torbay,1000.6,1137.7,875.7,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E06000054,Wiltshire,866.6,1031,741.7,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000040,East Devon,804.2,946.4,686.8,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000041,Exeter,936.5,1198.9,755.6,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000042,Mid Devon,871.2,1045.4,729.6,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000043,North Devon,962.4,1128.5,834.5,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000044,South Hams,822.9,960.6,704.2,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000045,Teignbridge,876.8,1048.2,745,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000046,Torridge,976.6,1092.7,880.7,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000047,West Devon,914.8,938.4,880,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000078,Cheltenham,938,1072.6,830.9,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000079,Cotswold,781.9,887.1,692.7,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000080,Forest of Dean,934.7,1091.3,816.2,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000081,Gloucester,1001,1205.3,854.8,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000082,Stroud,985.7,1187.3,838.3,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000083,Tewkesbury,834.5,1038.8,690.6,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000187,Mendip,846.7,1053.7,683,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000188,Sedgemoor,877.3,1044.9,747.7,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000189,South Somerset,894.8,1084.5,742.2,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
E07000246,Somerset West and Taunton,900,1030.5,792.5,SOUTH WEST,ENGLAND,910.1,1069.4,782,957.2,1111,831.4
W06000001,Isle of Anglesey,983.1,1198.4,799.8,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000002,Gwynedd,980,1158,844.3,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000003,Conwy,982.8,1193.6,817.5,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000004,Denbighshire,1158.3,1251.8,1072.5,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000005,Flintshire,986.8,1164.1,847.6,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000006,Wrexham,1091.5,1199.8,977.5,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000023,Powys,949.2,1072.1,844.3,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000008,Ceredigion,948.4,1129,782.5,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000009,Pembrokeshire,941,1038.5,846.2,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000010,Carmarthenshire,1095.8,1267.9,953.5,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000011,Swansea,1065,1279.7,897.2,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000012,Neath Port Talbot,1192.7,1460.3,990.9,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000013,Bridgend,1170,1274.5,1069.2,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000014,Vale of Glamorgan,959,1151.2,821.2,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000015,Cardiff,1073.7,1327.8,880.9,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000016,Rhondda Cynon Taf,1157.8,1316.3,1030.8,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000024,Merthyr Tydfil,1259.3,1402.4,1140,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000018,Caerphilly,1131.7,1328.4,972.4,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000019,Blaenau Gwent,1261.7,1470.8,1086.1,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000020,Torfaen,1062.3,1144.7,970.8,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000021,Monmouthshire,852.5,965,759.3,WALES,WALES,na,na,na,1058.7,1231,915.9
W06000022,Newport,1127,1331.6,951.6,WALES,WALES,na,na,na,1058.7,1231,915.9
